Date,Outdoor Temperature (°C),Indoor Temperature (°C),Energy Price (p/kWh),Heat Demand (kWh),Heat Pump Status
2023-01-01 00:00:00,5.5,20.0,4.41,3.029630944444444,On
2023-01-01 00:30:00,5.5,22.0,13.91,0.0,Off
2023-01-01 01:00:00,5.5,21.23590330940541,15.44,0.0,Off
2023-01-01 01:30:00,5.5,20.52409113396702,1.1,2.4551927482054037,On
2023-01-01 02:00:00,5.5,22.0,6.7,0.8375,On
2023-01-01 02:30:00,5.5,22.0,1.34,0.8375,On
2023-01-01 03:00:00,5.5,22.0,2.1,0.8375,On
2023-01-01 03:30:00,5.5,22.0,-5.11,0.8375,On
2023-01-01 04:00:00,5.5,22.0,1.1,0.8375,On
2023-01-01 04:30:00,5.5,22.0,-3.31,0.8375,On
2023-01-01 05:00:00,5.3,22.0,-0.99,0.8524999999999999,On
2023-01-01 05:30:00,5.3,22.0,-0.75,0.8524999999999999,On
2023-01-01 06:00:00,5.1,22.0,-0.88,0.8674999999999998,On
2023-01-01 06:30:00,5.1,22.0,1.1,0.8674999999999998,On
2023-01-01 07:00:00,5.0,22.0,0.58,0.8749999999999999,On
2023-01-01 07:30:00,5.0,22.0,8.82,0.0,Off
2023-01-01 08:00:00,4.9,21.20169002475192,4.23,1.7574999999999985,On
2023-01-01 08:30:00,4.9,22.0,16.76,0.0,Off
2023-01-01 09:00:00,4.9,21.194847367821218,15.57,0.0,Off
2023-01-01 09:30:00,4.9,20.444788568030916,31.13,0.0,Off
2023-01-01 10:00:00,4.4,19.746053718688774,31.97,1.048341750744466,On
2023-01-01 10:30:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-01 11:00:00,3.8,20.0,30.47,0.8149999999999998,On
2023-01-01 11:30:00,3.8,20.0,32.24,0.8149999999999998,On
2023-01-01 12:00:00,3.6,20.0,32.24,0.8299999999999997,On
2023-01-01 12:30:00,3.6,20.0,32.24,0.8299999999999997,On
2023-01-01 13:00:00,3.2,20.0,32.24,0.86,On
2023-01-01 13:30:00,3.2,20.0,32.24,0.86,On
2023-01-01 14:00:00,3.2,20.0,32.24,0.86,On
2023-01-01 14:30:00,3.2,20.0,32.24,0.86,On
2023-01-01 15:00:00,3.0,20.0,30.03,0.8749999999999999,On
2023-01-01 15:30:00,3.0,20.0,31.29,0.8749999999999999,On
2023-01-01 16:00:00,3.3,20.0,32.24,0.8524999999999999,On
2023-01-01 16:30:00,3.3,20.0,32.24,0.8524999999999999,On
2023-01-01 17:00:00,3.5,20.0,32.24,0.8375,On
2023-01-01 17:30:00,3.5,20.0,32.24,0.8375,On
2023-01-01 18:00:00,3.6,20.0,32.24,0.8299999999999997,On
2023-01-01 18:30:00,3.6,20.0,32.24,0.8299999999999997,On
2023-01-01 19:00:00,3.7,20.0,32.24,0.8224999999999999,On
2023-01-01 19:30:00,3.7,20.0,32.24,0.8224999999999999,On
2023-01-01 20:00:00,3.8,20.0,32.24,0.8149999999999998,On
2023-01-01 20:30:00,3.8,20.0,32.24,0.8149999999999998,On
2023-01-01 21:00:00,3.7,20.0,32.24,0.8224999999999999,On
2023-01-01 21:30:00,3.7,20.0,32.24,0.8224999999999999,On
2023-01-01 22:00:00,3.7,20.0,32.24,0.8224999999999999,On
2023-01-01 22:30:00,3.7,20.0,32.24,0.8224999999999999,On
2023-01-01 23:00:00,4.0,20.0,32.24,0.7999999999999999,On
2023-01-01 23:30:00,4.0,20.0,32.24,0.7999999999999999,On
2023-01-02 00:00:00,4.1,20.0,32.24,0.7924999999999999,On
2023-01-02 00:30:00,4.1,20.0,32.24,0.7924999999999999,On
2023-01-02 01:00:00,4.2,20.0,32.24,0.785,On
2023-01-02 01:30:00,4.2,20.0,32.24,0.785,On
2023-01-02 02:00:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-02 02:30:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-02 03:00:00,4.6,20.0,32.24,0.755,On
2023-01-02 03:30:00,4.6,20.0,30.91,0.755,On
2023-01-02 04:00:00,4.3,20.0,28.66,0.7775,On
2023-01-02 04:30:00,4.3,20.0,26.9,0.7775,On
2023-01-02 05:00:00,4.4,20.0,28.66,0.7699999999999999,On
2023-01-02 05:30:00,4.4,20.0,28.66,0.7699999999999999,On
2023-01-02 06:00:00,4.2,20.0,32.24,0.785,On
2023-01-02 06:30:00,4.2,20.0,31.79,0.785,On
2023-01-02 07:00:00,3.8,20.0,27.89,0.8149999999999998,On
2023-01-02 07:30:00,3.8,20.0,29.99,0.8149999999999998,On
2023-01-02 08:00:00,3.6,20.0,30.39,0.8299999999999997,On
2023-01-02 08:30:00,3.6,20.0,32.24,0.8299999999999997,On
2023-01-02 09:00:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-02 09:30:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-02 10:00:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-02 10:30:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-02 11:00:00,4.9,20.0,32.24,0.7324999999999998,On
2023-01-02 11:30:00,4.9,20.0,32.24,0.7324999999999998,On
2023-01-02 12:00:00,3.9,20.0,32.24,0.8075,On
2023-01-02 12:30:00,3.9,20.0,32.24,0.8075,On
2023-01-02 13:00:00,4.0,20.0,32.24,0.7999999999999999,On
2023-01-02 13:30:00,4.0,20.0,32.24,0.7999999999999999,On
2023-01-02 14:00:00,4.0,20.0,32.24,0.7999999999999999,On
2023-01-02 14:30:00,4.0,20.0,32.24,0.7999999999999999,On
2023-01-02 15:00:00,3.3,20.0,32.24,0.8524999999999999,On
2023-01-02 15:30:00,3.3,20.0,32.24,0.8524999999999999,On
2023-01-02 16:00:00,3.5,20.0,32.24,0.8375,On
2023-01-02 16:30:00,3.5,20.0,32.24,0.8375,On
2023-01-02 17:00:00,3.5,20.0,32.24,0.8375,On
2023-01-02 17:30:00,3.5,20.0,32.24,0.8375,On
2023-01-02 18:00:00,3.5,20.0,32.24,0.8375,On
2023-01-02 18:30:00,3.5,20.0,32.24,0.8375,On
2023-01-02 19:00:00,2.8,20.0,32.24,0.8899999999999998,On
2023-01-02 19:30:00,2.8,20.0,32.24,0.8899999999999998,On
2023-01-02 20:00:00,2.6,20.0,32.24,0.9049999999999999,On
2023-01-02 20:30:00,2.6,20.0,28.66,0.9049999999999999,On
2023-01-02 21:00:00,1.9,20.0,32.24,0.9575000000000001,On
2023-01-02 21:30:00,1.9,20.0,27.68,0.9575000000000001,On
2023-01-02 22:00:00,1.8,20.0,29.99,0.965,On
2023-01-02 22:30:00,1.8,20.0,19.84,0.965,On
2023-01-02 23:00:00,1.0,20.0,32.24,1.025,On
2023-01-02 23:30:00,1.0,20.0,28.09,1.025,On
2023-01-03 00:00:00,1.0,20.0,27.96,1.025,On
2023-01-03 00:30:00,1.0,20.0,31.93,1.025,On
2023-01-03 01:00:00,0.4,20.0,32.24,1.0699999999999998,On
2023-01-03 01:30:00,0.4,20.0,24.7,1.0699999999999998,On
2023-01-03 02:00:00,0.3,20.0,26.5,1.0774999999999997,On
2023-01-03 02:30:00,0.3,20.0,17.88,1.0774999999999997,On
2023-01-03 03:00:00,0.2,20.0,24.48,1.085,On
2023-01-03 03:30:00,0.2,20.0,13.89,1.085,On
2023-01-03 04:00:00,-0.1,20.0,24.7,1.1075,On
2023-01-03 04:30:00,-0.1,20.0,21.17,1.1075,On
2023-01-03 05:00:00,-0.1,20.0,27.12,1.1075,On
2023-01-03 05:30:00,-0.1,20.0,29.28,1.1075,On
2023-01-03 06:00:00,-0.2,20.0,32.24,1.1149999999999998,On
2023-01-03 06:30:00,-0.2,20.0,32.24,1.1149999999999998,On
2023-01-03 07:00:00,-0.7,20.0,31.31,1.1524999999999999,On
2023-01-03 07:30:00,-0.7,20.0,32.24,1.1524999999999999,On
2023-01-03 08:00:00,-0.4,20.0,30.43,1.13,On
2023-01-03 08:30:00,-0.4,20.0,32.24,1.13,On
2023-01-03 09:00:00,0.0,20.0,30.43,1.1,On
2023-01-03 09:30:00,0.0,20.0,32.24,1.1,On
2023-01-03 10:00:00,1.0,20.0,32.24,1.025,On
2023-01-03 10:30:00,1.0,20.0,32.24,1.025,On
2023-01-03 11:00:00,2.4,20.0,32.24,0.92,On
2023-01-03 11:30:00,2.4,20.0,32.24,0.92,On
2023-01-03 12:00:00,2.6,20.0,32.24,0.9049999999999999,On
2023-01-03 12:30:00,2.6,20.0,32.24,0.9049999999999999,On
2023-01-03 13:00:00,1.8,20.0,32.24,0.965,On
2023-01-03 13:30:00,1.8,20.0,32.24,0.965,On
2023-01-03 14:00:00,0.7,20.0,32.24,1.0474999999999999,On
2023-01-03 14:30:00,0.7,20.0,32.24,1.0474999999999999,On
2023-01-03 15:00:00,-0.2,20.0,31.09,1.1149999999999998,On
2023-01-03 15:30:00,-0.2,20.0,32.24,1.1149999999999998,On
2023-01-03 16:00:00,0.0,20.0,32.24,1.1,On
2023-01-03 16:30:00,0.0,20.0,32.24,1.1,On
2023-01-03 17:00:00,-0.3,20.0,32.24,1.1225,On
2023-01-03 17:30:00,-0.3,20.0,32.24,1.1225,On
2023-01-03 18:00:00,0.3,20.0,32.24,1.0774999999999997,On
2023-01-03 18:30:00,0.3,20.0,32.24,1.0774999999999997,On
2023-01-03 19:00:00,1.0,20.0,32.24,1.025,On
2023-01-03 19:30:00,1.0,20.0,32.24,1.025,On
2023-01-03 20:00:00,0.3,20.0,32.24,1.0774999999999997,On
2023-01-03 20:30:00,0.3,20.0,24.25,1.0774999999999997,On
2023-01-03 21:00:00,0.2,20.0,30.43,1.085,On
2023-01-03 21:30:00,0.2,20.0,13.23,1.085,On
2023-01-03 22:00:00,0.5,20.0,22.71,1.0625,On
2023-01-03 22:30:00,0.5,20.0,6.62,3.404630944444444,On
2023-01-03 23:00:00,0.7,22.0,22.05,0.0,Off
2023-01-03 23:30:00,0.7,20.90745577673191,9.92,0.0,Off
2023-01-04 00:00:00,1.2,19.889670606478216,8.82,1.1309282388104456,On
2023-01-04 00:30:00,1.2,20.0,14.33,1.0099999999999998,On
2023-01-04 01:00:00,1.0,20.0,14.11,1.025,On
2023-01-04 01:30:00,1.0,20.0,5.55,3.3671309444444444,On
2023-01-04 02:00:00,0.9,22.0,2.21,1.1825,On
2023-01-04 02:30:00,0.9,22.0,-0.62,1.1825,On
2023-01-04 03:00:00,1.7,22.0,0.0,1.1225,On
2023-01-04 03:30:00,1.7,22.0,-2.21,1.1225,On
2023-01-04 04:00:00,4.4,22.0,1.81,0.92,On
2023-01-04 04:30:00,4.4,22.0,1.7,0.92,On
2023-01-04 05:00:00,5.0,22.0,8.14,0.0,Off
2023-01-04 05:30:00,5.0,21.20169002475192,14.11,0.0,Off
2023-01-04 06:00:00,4.3,20.458005662353603,13.31,0.0,Off
2023-01-04 06:30:00,4.3,19.717310471006567,20.81,1.087346232088465,On
2023-01-04 07:00:00,5.7,20.0,24.01,0.6725,On
2023-01-04 07:30:00,5.7,20.0,29.77,0.6725,On
2023-01-04 08:00:00,5.9,20.0,30.53,0.6574999999999999,On
2023-01-04 08:30:00,5.9,20.0,32.24,0.6574999999999999,On
2023-01-04 09:00:00,8.1,20.0,32.24,0.49249999999999994,On
2023-01-04 09:30:00,8.1,20.0,32.24,0.49249999999999994,On
2023-01-04 10:00:00,9.2,20.0,32.24,0.41000000000000003,On
2023-01-04 10:30:00,9.2,20.0,32.24,0.41000000000000003,On
2023-01-04 11:00:00,9.6,20.0,31.55,0.38,On
2023-01-04 11:30:00,9.6,20.0,29.53,0.38,On
2023-01-04 12:00:00,9.9,20.0,31.75,0.35749999999999993,On
2023-01-04 12:30:00,9.9,20.0,32.13,0.35749999999999993,On
2023-01-04 13:00:00,9.5,20.0,31.35,0.38749999999999996,On
2023-01-04 13:30:00,9.5,20.0,29.95,0.38749999999999996,On
2023-01-04 14:00:00,9.1,20.0,31.05,0.4175,On
2023-01-04 14:30:00,9.1,20.0,30.49,0.4175,On
2023-01-04 15:00:00,7.9,20.0,28.22,0.5075,On
2023-01-04 15:30:00,7.9,20.0,30.21,0.5075,On
2023-01-04 16:00:00,7.0,20.0,32.24,0.575,On
2023-01-04 16:30:00,7.0,20.0,32.24,0.575,On
2023-01-04 17:00:00,6.5,20.0,32.24,0.6124999999999999,On
2023-01-04 17:30:00,6.5,20.0,32.24,0.6124999999999999,On
2023-01-04 18:00:00,5.3,20.0,32.24,0.7024999999999998,On
2023-01-04 18:30:00,5.3,20.0,32.24,0.7024999999999998,On
2023-01-04 19:00:00,5.1,20.0,32.24,0.7174999999999999,On
2023-01-04 19:30:00,5.1,20.0,32.24,0.7174999999999999,On
2023-01-04 20:00:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-04 20:30:00,4.4,20.0,32.24,0.7699999999999999,On
2023-01-04 21:00:00,4.5,20.0,32.24,0.7624999999999998,On
2023-01-04 21:30:00,4.5,20.0,25.36,0.7624999999999998,On
2023-01-04 22:00:00,4.3,20.0,25.71,0.7775,On
2023-01-04 22:30:00,4.3,20.0,9.4,0.7775,On
2023-01-04 23:00:00,3.9,20.0,24.25,0.8075,On
2023-01-04 23:30:00,3.9,20.0,14.77,0.8075,On
2023-01-05 00:00:00,2.4,20.0,12.57,0.92,On
2023-01-05 00:30:00,2.4,20.0,22.05,0.92,On
2023-01-05 01:00:00,2.4,20.0,22.05,0.92,On
2023-01-05 01:30:00,2.4,20.0,15.44,0.92,On
2023-01-05 02:00:00,2.3,20.0,18.34,0.9274999999999999,On
2023-01-05 02:30:00,2.3,20.0,16.54,0.9274999999999999,On
2023-01-05 03:00:00,2.4,20.0,19.71,0.92,On
2023-01-05 03:30:00,2.4,20.0,15.44,0.92,On
2023-01-05 04:00:00,2.5,20.0,16.54,0.9125,On
2023-01-05 04:30:00,2.5,20.0,17.64,0.9125,On
2023-01-05 05:00:00,2.9,20.0,14.51,0.8825,On
2023-01-05 05:30:00,2.9,20.0,25.44,0.8825,On
2023-01-05 06:00:00,2.9,20.0,29.19,0.8825,On
2023-01-05 06:30:00,2.9,20.0,29.11,0.8825,On
2023-01-05 07:00:00,2.6,20.0,26.02,0.9049999999999999,On
2023-01-05 07:30:00,2.6,20.0,30.73,0.9049999999999999,On
2023-01-05 08:00:00,2.7,20.0,29.77,0.8975000000000001,On
2023-01-05 08:30:00,2.7,20.0,32.24,0.8975000000000001,On
2023-01-05 09:00:00,3.1,20.0,32.24,0.8674999999999998,On
2023-01-05 09:30:00,3.1,20.0,32.24,0.8674999999999998,On
2023-01-05 10:00:00,4.8,20.0,32.24,0.7399999999999999,On
2023-01-05 10:30:00,4.8,20.0,32.24,0.7399999999999999,On
2023-01-05 11:00:00,5.3,20.0,29.99,0.7024999999999998,On
2023-01-05 11:30:00,5.3,20.0,28.66,0.7024999999999998,On
2023-01-05 12:00:00,6.2,20.0,25.78,0.6349999999999999,On
2023-01-05 12:30:00,6.2,20.0,25.78,0.6349999999999999,On
2023-01-05 13:00:00,5.4,20.0,26.46,0.695,On
2023-01-05 13:30:00,5.4,20.0,25.36,0.695,On
2023-01-05 14:00:00,5.3,20.0,30.65,0.7024999999999998,On
2023-01-05 14:30:00,5.3,20.0,25.36,0.7024999999999998,On
2023-01-05 15:00:00,5.2,20.0,25.78,0.7100000000000001,On
2023-01-05 15:30:00,5.2,20.0,27.56,0.7100000000000001,On
2023-01-05 16:00:00,4.9,20.0,32.24,0.7324999999999998,On
2023-01-05 16:30:00,4.9,20.0,32.24,0.7324999999999998,On
2023-01-05 17:00:00,5.1,20.0,32.24,0.7174999999999999,On
2023-01-05 17:30:00,5.1,20.0,32.24,0.7174999999999999,On
2023-01-05 18:00:00,4.7,20.0,32.24,0.7474999999999999,On
2023-01-05 18:30:00,4.7,20.0,32.24,0.7474999999999999,On
2023-01-05 19:00:00,4.4,20.0,31.97,0.7699999999999999,On
2023-01-05 19:30:00,4.4,20.0,29.33,0.7699999999999999,On
2023-01-05 20:00:00,4.1,20.0,30.47,0.7924999999999999,On
2023-01-05 20:30:00,4.1,20.0,26.46,0.7924999999999999,On
2023-01-05 21:00:00,3.8,20.0,29.41,0.8149999999999998,On
2023-01-05 21:30:00,3.8,20.0,17.8,0.8149999999999998,On
2023-01-05 22:00:00,4.0,20.0,23.55,0.7999999999999999,On
2023-01-05 22:30:00,4.0,20.0,13.87,0.7999999999999999,On
2023-01-05 23:00:00,3.9,20.0,26.02,0.8075,On
2023-01-05 23:30:00,3.9,20.0,19.76,0.8075,On
2023-01-06 00:00:00,3.4,20.0,17.89,0.8450000000000001,On
2023-01-06 00:30:00,3.4,20.0,24.7,0.8450000000000001,On
2023-01-06 01:00:00,3.5,20.0,20.78,0.8375,On
2023-01-06 01:30:00,3.5,20.0,15.46,0.8375,On
2023-01-06 02:00:00,2.8,20.0,17.64,0.8899999999999998,On
2023-01-06 02:30:00,2.8,20.0,14.27,0.8899999999999998,On
2023-01-06 03:00:00,2.8,20.0,14.57,0.8899999999999998,On
2023-01-06 03:30:00,2.8,20.0,13.05,0.8899999999999998,On
2023-01-06 04:00:00,3.2,20.0,15.61,0.86,On
2023-01-06 04:30:00,3.2,20.0,16.58,0.86,On
2023-01-06 05:00:00,2.9,20.0,16.94,0.8825,On
2023-01-06 05:30:00,2.9,20.0,23.37,0.8825,On
2023-01-06 06:00:00,2.7,20.0,24.7,0.8975000000000001,On
2023-01-06 06:30:00,2.7,20.0,32.24,0.8975000000000001,On
2023-01-06 07:00:00,2.8,20.0,19.27,0.8899999999999998,On
2023-01-06 07:30:00,2.8,20.0,28.44,0.8899999999999998,On
2023-01-06 08:00:00,2.8,20.0,27.58,0.8899999999999998,On
2023-01-06 08:30:00,2.8,20.0,30.79,0.8899999999999998,On
2023-01-06 09:00:00,3.5,20.0,29.59,0.8375,On
2023-01-06 09:30:00,3.5,20.0,31.05,0.8375,On
2023-01-06 10:00:00,3.7,20.0,32.24,0.8224999999999999,On
2023-01-06 10:30:00,3.7,20.0,30.79,0.8224999999999999,On
2023-01-06 11:00:00,4.0,20.0,26.74,0.7999999999999999,On
2023-01-06 11:30:00,4.0,20.0,26.82,0.7999999999999999,On
2023-01-06 12:00:00,3.9,20.0,28.22,0.8075,On
2023-01-06 12:30:00,3.9,20.0,26.46,0.8075,On
2023-01-06 13:00:00,3.4,20.0,28.89,0.8450000000000001,On
2023-01-06 13:30:00,3.4,20.0,27.56,0.8450000000000001,On
2023-01-06 14:00:00,3.0,20.0,29.77,0.8749999999999999,On
2023-01-06 14:30:00,3.0,20.0,27.56,0.8749999999999999,On
2023-01-06 15:00:00,2.4,20.0,25.4,0.92,On
2023-01-06 15:30:00,2.4,20.0,28.44,0.92,On
2023-01-06 16:00:00,3.0,20.0,32.24,0.8749999999999999,On
2023-01-06 16:30:00,3.0,20.0,32.24,0.8749999999999999,On
2023-01-06 17:00:00,3.6,20.0,32.24,0.8299999999999997,On
2023-01-06 17:30:00,3.6,20.0,32.24,0.8299999999999997,On
2023-01-06 18:00:00,3.0,20.0,32.24,0.8749999999999999,On
2023-01-06 18:30:00,3.0,20.0,32.24,0.8749999999999999,On
2023-01-06 19:00:00,3.1,20.0,29.77,0.8674999999999998,On
2023-01-06 19:30:00,3.1,20.0,27.63,0.8674999999999998,On
2023-01-06 20:00:00,3.1,20.0,28.22,0.8674999999999998,On
2023-01-06 20:30:00,3.1,20.0,26.4,0.8674999999999998,On
2023-01-06 21:00:00,2.5,20.0,29.21,0.9125,On
2023-01-06 21:30:00,2.5,20.0,26.46,0.9125,On
2023-01-06 22:00:00,2.0,20.0,25.74,0.9499999999999998,On
2023-01-06 22:30:00,2.0,20.0,13.41,0.9499999999999998,On
2023-01-06 23:00:00,4.0,20.0,30.03,0.7999999999999999,On
2023-01-06 23:30:00,4.0,20.0,19.84,0.7999999999999999,On
2023-01-07 00:00:00,3.9,20.0,18.3,0.8075,On
2023-01-07 00:30:00,3.9,20.0,24.19,0.8075,On
2023-01-07 01:00:00,3.7,20.0,24.7,0.8224999999999999,On
2023-01-07 01:30:00,3.7,20.0,16.32,0.8224999999999999,On
2023-01-07 02:00:00,3.3,20.0,20.95,0.8524999999999999,On
2023-01-07 02:30:00,3.3,20.0,16.98,0.8524999999999999,On
2023-01-07 03:00:00,3.0,20.0,20.95,0.8749999999999999,On
2023-01-07 03:30:00,3.0,20.0,17.64,0.8749999999999999,On
2023-01-07 04:00:00,2.3,20.0,14.11,0.9274999999999999,On
2023-01-07 04:30:00,2.3,20.0,14.11,0.9274999999999999,On
2023-01-07 05:00:00,2.1,20.0,12.57,0.9424999999999998,On
2023-01-07 05:30:00,2.1,20.0,16.78,0.9424999999999998,On
2023-01-07 06:00:00,2.0,20.0,15.9,0.9499999999999998,On
2023-01-07 06:30:00,2.0,20.0,25.4,0.9499999999999998,On
2023-01-07 07:00:00,2.2,20.0,16.54,0.9349999999999999,On
2023-01-07 07:30:00,2.2,20.0,27.34,0.9349999999999999,On
2023-01-07 08:00:00,1.4,20.0,23.81,0.995,On
2023-01-07 08:30:00,1.4,20.0,32.24,0.995,On
2023-01-07 09:00:00,1.7,20.0,32.24,0.9725,On
2023-01-07 09:30:00,1.7,20.0,32.24,0.9725,On
2023-01-07 10:00:00,2.9,20.0,32.24,0.8825,On
2023-01-07 10:30:00,2.9,20.0,32.24,0.8825,On
2023-01-07 11:00:00,2.8,20.0,32.24,0.8899999999999998,On
2023-01-07 11:30:00,2.8,20.0,32.24,0.8899999999999998,On
2023-01-07 12:00:00,3.2,20.0,32.24,0.86,On
2023-01-07 12:30:00,3.2,20.0,32.24,0.86,On
2023-01-07 13:00:00,3.7,20.0,28.66,0.8224999999999999,On
2023-01-07 13:30:00,3.7,20.0,28.44,0.8224999999999999,On
2023-01-07 14:00:00,2.8,20.0,26.46,0.8899999999999998,On
2023-01-07 14:30:00,2.8,20.0,24.7,0.8899999999999998,On
2023-01-07 15:00:00,1.6,20.0,27.56,0.9799999999999999,On
2023-01-07 15:30:00,1.6,20.0,29.55,0.9799999999999999,On
2023-01-07 16:00:00,1.1,20.0,32.24,1.0174999999999996,On
2023-01-07 16:30:00,1.1,20.0,32.24,1.0174999999999996,On
2023-01-07 17:00:00,1.2,20.0,32.24,1.0099999999999998,On
2023-01-07 17:30:00,1.2,20.0,32.24,1.0099999999999998,On
2023-01-07 18:00:00,1.1,20.0,32.24,1.0174999999999996,On
2023-01-07 18:30:00,1.1,20.0,32.24,1.0174999999999996,On
2023-01-07 19:00:00,0.8,20.0,24.03,1.04,On
2023-01-07 19:30:00,0.8,20.0,15.52,1.04,On
2023-01-07 20:00:00,0.4,20.0,17.66,1.0699999999999998,On
2023-01-07 20:30:00,0.4,20.0,11.25,1.0699999999999998,On
2023-01-07 21:00:00,0.2,20.0,17.64,1.085,On
2023-01-07 21:30:00,0.2,20.0,6.02,3.427130944444444,On
2023-01-07 22:00:00,-0.7,22.0,14.33,0.0,Off
2023-01-07 22:30:00,-0.7,20.81165857970214,7.72,0.0,Off
2023-01-07 23:00:00,-0.2,19.704631285960645,5.07,3.7808743934776614,On
2023-01-07 23:30:00,-0.2,22.0,-0.97,1.2649999999999997,On
2023-01-08 00:00:00,-0.2,22.0,-4.41,1.2649999999999997,On
2023-01-08 00:30:00,-0.2,22.0,3.97,1.2649999999999997,On
2023-01-08 01:00:00,-0.4,22.0,2.12,1.2799999999999998,On
2023-01-08 01:30:00,-0.4,22.0,-3.69,1.2799999999999998,On
2023-01-08 02:00:00,-0.7,22.0,0.02,1.3024999999999998,On
2023-01-08 02:30:00,-0.7,22.0,-4.87,1.3024999999999998,On
2023-01-08 03:00:00,-1.0,22.0,0.22,1.3249999999999997,On
2023-01-08 03:30:00,-1.0,22.0,-3.88,1.3249999999999997,On
2023-01-08 04:00:00,-1.0,22.0,0.22,1.3249999999999997,On
2023-01-08 04:30:00,-1.0,22.0,-1.1,1.3249999999999997,On
2023-01-08 05:00:00,-1.2,22.0,-3.79,1.3399999999999999,On
2023-01-08 05:30:00,-1.2,22.0,-1.06,1.3399999999999999,On
2023-01-08 06:00:00,-1.2,22.0,-2.34,1.3399999999999999,On
2023-01-08 06:30:00,-1.2,22.0,3.11,1.3399999999999999,On
2023-01-08 07:00:00,-2.1,22.0,4.05,1.4075000000000002,On
2023-01-08 07:30:00,-2.1,22.0,9.2,0.0,Off
2023-01-08 08:00:00,-2.0,20.71586138267237,3.53,2.8075000000000014,On
2023-01-08 08:30:00,-2.0,22.0,20.81,0.0,Off
2023-01-08 09:00:00,-0.2,20.72270403960307,11.07,0.0,Off
2023-01-08 09:30:00,-0.2,19.655976884518324,22.05,1.492071858525783,On
2023-01-08 10:00:00,0.6,20.0,15.06,1.0549999999999997,On
2023-01-08 10:30:00,0.6,20.0,22.19,1.0549999999999997,On
2023-01-08 11:00:00,1.9,20.0,15.44,0.9575000000000001,On
2023-01-08 11:30:00,1.9,20.0,20.97,0.9575000000000001,On
2023-01-08 12:00:00,2.4,20.0,22.05,0.92,On
2023-01-08 12:30:00,2.4,20.0,26.12,0.92,On
2023-01-08 13:00:00,2.4,20.0,28.84,0.92,On
2023-01-08 13:30:00,2.4,20.0,28.93,0.92,On
2023-01-08 14:00:00,1.3,20.0,29.93,1.0025,On
2023-01-08 14:30:00,1.3,20.0,29.85,1.0025,On
2023-01-08 15:00:00,-0.6,20.0,28.73,1.145,On
2023-01-08 15:30:00,-0.6,20.0,32.24,1.145,On
2023-01-08 16:00:00,-0.9,20.0,32.24,1.1675,On
2023-01-08 16:30:00,-0.9,20.0,32.24,1.1675,On
2023-01-08 17:00:00,-1.2,20.0,32.24,1.19,On
2023-01-08 17:30:00,-1.2,20.0,32.24,1.19,On
2023-01-08 18:00:00,-1.9,20.0,32.24,1.2424999999999997,On
2023-01-08 18:30:00,-1.9,20.0,32.24,1.2424999999999997,On
2023-01-08 19:00:00,-2.3,20.0,32.24,1.2725,On
2023-01-08 19:30:00,-2.3,20.0,25.84,1.2725,On
2023-01-08 20:00:00,-2.0,20.0,32.24,1.25,On
2023-01-08 20:30:00,-2.0,20.0,28.66,1.25,On
2023-01-08 21:00:00,-1.7,20.0,32.24,1.2275,On
2023-01-08 21:30:00,-1.7,20.0,22.05,1.2275,On
2023-01-08 22:00:00,-2.0,20.0,17.0,1.25,On
2023-01-08 22:30:00,-2.0,20.0,2.21,3.592130944444444,On
2023-01-08 23:00:00,-1.9,22.0,20.53,0.0,Off
2023-01-08 23:30:00,-1.9,20.729546696533767,14.55,0.0,Off
2023-01-09 00:00:00,-2.4,19.546026154088445,13.23,1.7775850577955876,On
2023-01-09 00:30:00,-2.4,20.0,17.92,1.2799999999999998,On
2023-01-09 01:00:00,-1.6,20.0,13.23,1.2200000000000002,On
2023-01-09 01:30:00,-1.6,20.0,6.62,3.5621309444444442,On
2023-01-09 02:00:00,-3.0,22.0,11.47,0.0,Off
2023-01-09 02:30:00,-3.0,20.65427747029609,8.82,0.0,Off
2023-01-09 03:00:00,-3.9,19.40063811653893,11.47,2.0494398658277597,On
2023-01-09 03:30:00,-3.9,20.0,8.82,1.3924999999999996,On
2023-01-09 04:00:00,-3.9,20.0,12.13,1.3924999999999996,On
2023-01-09 04:30:00,-3.9,20.0,10.88,1.3924999999999996,On
2023-01-09 05:00:00,-4.3,20.0,11.47,1.4224999999999999,On
2023-01-09 05:30:00,-4.3,20.0,17.06,1.4224999999999999,On
2023-01-09 06:00:00,-3.9,20.0,22.05,1.3924999999999996,On
2023-01-09 06:30:00,-3.9,20.0,32.24,1.3924999999999996,On
2023-01-09 07:00:00,-3.4,20.0,31.97,1.355,On
2023-01-09 07:30:00,-3.4,20.0,32.24,1.355,On
2023-01-09 08:00:00,-3.4,20.0,32.24,1.355,On
2023-01-09 08:30:00,-3.4,20.0,32.24,1.355,On
2023-01-09 09:00:00,-3.0,20.0,32.24,1.3249999999999997,On
