Date,Outdoor Temperature (°C),Heat Power (kW),Heat Demand (kWh),Electric Power (kW),COP,Target Flow Temperature (°C),Flow Temperature (°C),Return Temperature (°C)
2023-02-10 09:00:00,3.4,2.832,1.416,0.6825539112050742,4.149122807017543,32.45,32.45,29.067295747730533
2023-02-10 09:30:00,3.4,2.832,1.416,0.6825539112050742,4.149122807017543,32.45,32.45,29.067295747730533
2023-02-10 10:00:00,4.1,2.678,1.339,0.6251647796693002,4.28367062107467,31.925,31.925,28.726242236024845
2023-02-10 10:30:00,4.1,2.678,1.339,0.6251647796693002,4.28367062107467,31.925,31.925,28.726242236024845
2023-02-10 11:00:00,4.8,2.524,1.262,0.5700417754569185,4.427745664739889,31.4,31.4,28.385188724319157
2023-02-10 11:30:00,4.8,2.524,1.262,0.5700417754569185,4.427745664739889,31.4,31.4,28.385188724319157
2023-02-10 12:00:00,5.3,2.414,1.207,0.5320620864308466,4.5370644922164605,31.025,31.025,28.14157907310081
2023-02-10 12:30:00,5.3,2.414,1.207,0.5320620864308466,4.5370644922164605,31.025,31.025,28.14157907310081
2023-02-10 13:00:00,6.9,2.062,1.031,0.41838661527105736,4.928455941794662,29.825,29.825,27.3620281892021
2023-02-10 13:30:00,6.9,2.062,1.031,0.41838661527105736,4.928455941794662,29.825,29.825,27.3620281892021
2023-02-10 14:00:00,6.9,2.062,1.031,0.41838661527105736,4.928455941794662,29.825,29.825,27.3620281892021
2023-02-10 14:30:00,6.9,2.062,1.031,0.41838661527105736,4.928455941794662,29.825,29.825,27.3620281892021
2023-02-10 15:00:00,6.6,2.128,1.064,0.4387844615636779,4.8497615262321165,30.05,30.05,27.50819397993311
2023-02-10 15:30:00,6.6,2.128,1.064,0.4387844615636779,4.8497615262321165,30.05,30.05,27.50819397993311
2023-02-10 16:00:00,5.4,2.392,1.196,0.524605981369505,4.55961251862891,30.95,30.95,28.09285714285714
2023-02-10 16:30:00,5.4,2.392,1.196,0.524605981369505,4.55961251862891,30.95,30.95,28.09285714285714
2023-02-10 17:00:00,4.2,2.656,1.328,0.6171510510021189,4.303646563814863,31.85,31.85,28.677520305781176
2023-02-10 17:30:00,4.2,2.656,1.328,0.6171510510021189,4.303646563814863,31.85,31.85,28.677520305781176
2023-02-10 18:00:00,3.8,2.744,1.372,0.6494833143415264,4.224896836313621,32.15,32.15,28.872408026755853
2023-02-10 18:30:00,3.8,2.744,1.372,0.6494833143415264,4.224896836313621,32.15,32.15,28.872408026755853
2023-02-10 19:00:00,3.0,2.92,1.46,0.7163606823720553,4.076158940397351,32.75,32.75,29.262183468705206
2023-02-10 19:30:00,3.0,2.92,1.46,0.7163606823720553,4.076158940397351,32.75,32.75,29.262183468705206
2023-02-10 20:00:00,3.4,2.832,1.416,0.6825539112050742,4.149122807017543,32.45,32.45,29.067295747730533
2023-02-10 20:30:00,3.4,2.832,1.416,0.6825539112050742,4.149122807017543,32.45,32.45,29.067295747730533
2023-02-10 21:00:00,3.1,2.898,1.449,0.7078400910051188,4.094145043246841,32.675,32.675,29.213461538461537
2023-02-10 21:30:00,3.1,2.898,1.449,0.7078400910051188,4.094145043246841,32.675,32.675,29.213461538461537
